jurisd_local_id,parent_abbrev,abbrev,name,lexlabel
2105351,MA,,Itaipava do Grajaú,itaipava.grajau
2105401,MA,ITI,Itapecuru Mirim,itapecuru.mirim
2105427,MA,,Itinga do Maranhão,itinga.maranhao
2105450,MA,,Jatobá,jatoba
2105476,MA,,Jenipapo dos Vieiras,jenipapo.vieiras
2105500,MA,JLI,João Lisboa,joao.lisboa
2105609,MA,JEL,Joselândia,joselandia
2105658,MA,,Junco do Maranhão,junco.maranhao
2105708,MA,LGP,Lago da Pedra,lago.pedra
2105807,MA,LGJ,Lago do Junco,lago.junco
2105906,MA,LGV,Lago Verde,lago.verde
2105922,MA,,Lagoa do Mato,lagoa.mato
2105948,MA,,Lago dos Rodrigues,lago.rodrigues
2105963,MA,,Lagoa Grande do Maranhão,lagoa.grande.maranhao
2105989,MA,,Lajeado Novo,lajeado.novo
2106003,MA,LMS,Lima Campos,lima.campos
2106102,MA,LOT,Loreto,loreto
2106201,MA,LDS,Luís Domingues,luis.domingues
2106300,MA,MHA,Magalhães de Almeida,magalhaes.almeida
2106326,MA,,Maracaçumé,maracacume
2106359,MA,,Marajá do Sena,maraja.sena
2106375,MA,,Maranhãozinho,maranhaozinho
2106409,MA,MMA,Mata Roma,mata.roma
2106508,MA,MTA,Matinha,matinha
2106607,MA,MTE,Matões,matoes
2106631,MA,,Matões do Norte,matoes.norte
2106672,MA,,Milagres do Maranhão,milagres.maranhao
2106706,MA,MDR,Mirador,mirador
2106755,MA,MIR,Miranda do Norte,miranda.norte
2106805,MA,MRZ,Mirinzal,mirinzal
2106904,MA,MNA,Monção,moncao
2107001,MA,MNL,Montes Altos,montes.altos
2107100,MA,MRX,Morros,morros
2107209,MA,NNR,Nina Rodrigues,nina.rodrigues
2107258,MA,,Nova Colinas,nova.colinas
2107308,MA,NIQ,Nova Iorque,nova.iorque
2107357,MA,,Nova Olinda do Maranhão,nova.olinda.maranhao
2107407,MA,,Olho d'Água das Cunhãs,olho.agua.cunhas
2107456,MA,,Olinda Nova do Maranhão,olinda.nova.maranhao
2107506,MA,PCL,Paço do Lumiar,paco.lumiar
2107605,MA,PMR,Palmeirândia,palmeirandia
2107704,MA,PBO,Paraibano,paraibano
2107803,MA,PRM,Parnarama,parnarama
2107902,MA,PFC,Passagem Franca,passagem.franca
2108009,MA,PSN,Pastos Bons,pastos.bons
2108058,MA,,Paulino Neves,paulino.neves
2108108,MA,PUR,Paulo Ramos,paulo.ramos
2108207,MA,PDZ,Pedreiras,pedreiras
2108256,MA,,Pedro do Rosário,pedro.rosario
2108306,MA,PLV,Penalva,penalva
2108405,MA,PEM,Peri Mirim,peri.mirim
2108454,MA,,Peritoró,peritoro
2108504,MA,PDM,Pindaré-Mirim,pindare.mirim
2108603,MA,PHE,Pinheiro,pinheiro
2108702,MA,PXY,Pio XII,pio.xii
2108801,MA,PRP,Pirapemas,pirapemas
2108900,MA,PAO,Poção de Pedras,pocao.pedras
2109007,MA,PFN,Porto Franco,porto.franco
2109056,MA,,Porto Rico do Maranhão,porto.rico.maranhao
2109106,MA,PDU,Presidente Dutra,presidente.dutra
2109205,MA,PJN,Presidente Juscelino,presidente.juscelino
2109239,MA,,Presidente Médici,presidente.medici
2109270,MA,,Presidente Sarney,presidente.sarney
2109304,MA,PVS,Presidente Vargas,presidente.vargas
2109403,MA,PUZ,Primeira Cruz,primeira.cruz
2109452,MA,,Raposa,raposa
2109502,MA,RIH,Riachão,riachao
2109551,MA,,Ribamar Fiquene,ribamar.fiquene
2109601,MA,RSI,Rosário,rosario
2109700,MA,SKB,Sambaíba,sambaiba
2109759,MA,,Santa Filomena do Maranhão,santa.filomena.maranhao
2109809,MA,SHE,Santa Helena,santa.helena
2109908,MA,SIS,Santa Inês,santa.ines
2110005,MA,SUA,Santa Luzia,santa.luzia
2110039,MA,SPQ,Santa Luzia do Paruá,santa.luzia.parua
2110104,MA,SQH,Santa Quitéria do Maranhão,santa.quiteria.maranhao
2110203,MA,STY,Santa Rita,santa.rita
2110237,MA,,Santana do Maranhão,santana.maranhao
2110278,MA,,Santo Amaro do Maranhão,santo.amaro.maranhao
2110302,MA,SIL,Santo Antônio dos Lopes,santo.antonio.lopes
2110401,MA,SBP,São Benedito do Rio Preto,sao.benedito.rio.preto
2110500,MA,SEO,São Bento,sao.bento
2110609,MA,SBW,São Bernardo,sao.bernardo
2110658,MA,,São Domingos do Azeitão,sao.domingos.azeitao
2304954,CE,GBA,Guaiúba,guaiuba
2110708,MA,SDH,São Domingos do Maranhão,sao.domingos.maranhao
2110807,MA,SFB,São Félix de Balsas,sao.felix.balsas
2110856,MA,,São Francisco do Brejão,sao.francisco.brejao
2110906,MA,SFM,São Francisco do Maranhão,sao.francisco.maranhao
2111003,MA,SJY,São João Batista,sao.joao.batista
2111029,MA,,São João do Carú,sao.joao.caru
2111052,MA,,São João do Paraíso,sao.joao.paraiso
2111078,MA,,São João do Soter,sao.joao.soter
2111102,MA,SSS,São João dos Patos,sao.joao.patos
2111201,MA,SJE,São José de Ribamar,sao.jose.ribamar
2111250,MA,,São José dos Basílios,sao.jose.basilios
2111300,MA,SLS,São Luís,sao.luis
2111409,MA,SZH,São Luís Gonzaga do Maranhão,sao.luis.gonzaga.maranhao
2111508,MA,SMH,São Mateus do Maranhão,sao.mateus.maranhao
2111532,MA,,São Pedro da Água Branca,sao.pedro.agua.branca
2111573,MA,,São Pedro dos Crentes,sao.pedro.crentes
2111607,MA,SMN,São Raimundo das Mangabeiras,sao.raimundo.mangabeiras
2111631,MA,,São Raimundo do Doca Bezerra,sao.raimundo.doca.bezerra
2111672,MA,,São Roberto,sao.roberto
2111706,MA,SCF,São Vicente Ferrer,sao.vicente.ferrer
2111722,MA,,Satubinha,satubinha
2111748,MA,,Senador Alexandre Costa,senador.alexandre.costa
2111763,MA,,Senador La Rocque,senador.la.rocque
2111789,MA,,Serrano do Maranhão,serrano.maranhao
2111805,MA,SYV,Sítio Novo,sitio.novo
2111904,MA,,Sucupira do Norte,sucupira.norte
2111953,MA,,Sucupira do Riachão,sucupira.riachao
2112001,MA,TSF,Tasso Fragoso,tasso.fragoso
2112100,MA,TMR,Timbiras,timbiras
2112209,MA,TMN,Timon,timon
2112233,MA,,Trizidela do Vale,trizidela.vale
2112274,MA,,Tufilândia,tufilandia
2112308,MA,TTM,Tuntum,tuntum
2112407,MA,TUC,Turiaçu,turiacu
2112456,MA,,Turilândia,turilandia
2112506,MA,TUT,Tutóia,tutoia
2112605,MA,USS,Urbano Santos,urbano.santos
2112704,MA,VGE,Vargem Grande,vargem.grande
2112803,MA,VNA,Viana,viana
2112852,MA,,Vila Nova dos Martírios,vila.nova.martirios
2112902,MA,VMM,Vitória do Mearim,vitoria.mearim
2113009,MA,VFR,Vitorino Freire,vitorino.freire
2114007,MA,ZED,Zé Doca,ze.doca
2200053,PI,,Acauã,acaua
2200103,PI,AIL,Agricolândia,agricolandia
2200202,PI,ABA,Água Branca,agua.branca
2200251,PI,AKP,Alagoinha do Piauí,alagoinha.piaui
2200277,PI,,Alegrete do Piauí,alegrete.piaui
2200301,PI,AOX,Alto Longá,alto.longa
2200400,PI,ATS,Altos,altos
2200459,PI,,Alvorada do Gurguéia,alvorada.gurgueia
2200509,PI,ANT,Amarante,amarante
2200608,PI,ALD,Angical do Piauí,angical.piaui
2200707,PI,ASB,Anísio de Abreu,anisio.abreu
2200806,PI,AMD,Antônio Almeida,antonio.almeida
2200905,PI,ARZ,Aroazes,aroazes
2200954,PI,,Aroeiras do Itaim,aroeiras.itaim
2201002,PI,ARK,Arraial,arraial
2201051,PI,,Assunção do Piauí,assuncao.piaui
2201101,PI,AVP,Avelino Lopes,avelino.lopes
2201150,PI,,Baixa Grande do Ribeiro,baixa.grande.ribeiro
2201176,PI,,Barra D'Alcântara,barra.alcantara
2201200,PI,BRZ,Barras,barras
2201309,PI,BSD,Barreiras do Piauí,barreiras.piaui
2201408,PI,BDU,Barro Duro,barro.duro
2201507,PI,BLH,Batalha,batalha
2201556,PI,,Bela Vista do Piauí,bela.vista.piaui
2201572,PI,,Belém do Piauí,belem.piaui
2201606,PI,BTS,Beneditinos,beneditinos
2201705,PI,BTL,Bertolínia,bertolinia
2201739,PI,,Betânia do Piauí,betania.piaui
2201770,PI,,Boa Hora,boa.hora
2201804,PI,BCI,Bocaina,bocaina
2201903,PI,BOM,Bom Jesus,bom.jesus
2201919,PI,,Bom Princípio do Piauí,bom.principio.piaui
2201929,PI,,Bonfim do Piauí,bonfim.piaui
2201945,PI,,Boqueirão do Piauí,boqueirao.piaui
2201960,PI,,Brasileira,brasileira
2201988,PI,,Brejo do Piauí,brejo.piaui
2202000,PI,BIL,Buriti dos Lopes,buriti.lopes
2202026,PI,,Buriti dos Montes,buriti.montes
2202059,PI,,Cabeceiras do Piauí,cabeceiras.piaui
2202075,PI,,Cajazeiras do Piauí,cajazeiras.piaui
2202083,PI,,Cajueiro da Praia,cajueiro.praia
2202091,PI,,Caldeirão Grande do Piauí,caldeirao.grande.piaui
2202109,PI,CKU,Campinas do Piauí,campinas.piaui
2202117,PI,,Campo Alegre do Fidalgo,campo.alegre.fidalgo
2202133,PI,,Campo Grande do Piauí,campo.grande.piaui
2202174,PI,,Campo Largo do Piauí,campo.largo.piaui
2202208,PI,CRA,Campo Maior,campo.maior
2202251,PI,,Canavieira,canavieira
2202307,PI,CII,Canto do Buriti,canto.buriti
2202406,PI,CPW,Capitão de Campos,capitao.campos
2202455,PI,,Capitão Gervásio Oliveira,capitao.gervasio.oliveira
2202505,PI,CRW,Caracol,caracol
2202539,PI,,Caraúbas do Piauí,caraubas.piaui
2202554,PI,,Caridade do Piauí,caridade.piaui
2202604,PI,CPI,Castelo do Piauí,castelo.piaui
2202653,PI,,Caxingó,caxingo
2202703,PI,CCX,Cocal,cocal
2202711,PI,,Cocal de Telha,cocal.telha
2202729,PI,,Cocal dos Alves,cocal.alves
2202737,PI,,Coivaras,coivaras
2202752,PI,,Colônia do Gurguéia,colonia.gurgueia
2202778,PI,,Colônia do Piauí,colonia.piaui
2202802,PI,CYE,Conceição do Canindé,conceicao.caninde
2205201,PI,JOS,Jaicós,jaicos
2202851,PI,,Coronel José Dias,coronel.jose.dias
2202901,PI,CNT,Corrente,corrente
2203008,PI,CWI,Cristalândia do Piauí,cristalandia.piaui
2203107,PI,CYT,Cristino Castro,cristino.castro
2203206,PI,CYM,Curimatá,curimata
2203230,PI,,Currais,currais
2203255,PI,,Curralinhos,curralinhos
2203271,PI,,Curral Novo do Piauí,curral.novo.piaui
2203305,PI,DVB,Demerval Lobão,demerval.lobao
2203354,PI,DIU,Dirceu Arcoverde,dirceu.arcoverde
2203404,PI,DEL,Dom Expedito Lopes,dom.expedito.lopes
2203420,PI,DMM,Domingos Mourão,domingos.mourao
2203453,PI,DIN,Dom Inocêncio,dom.inocencio
2203503,PI,EEV,Elesbão Veloso,elesbao.veloso
2203602,PI,ELS,Eliseu Martins,eliseu.martins
2203701,PI,ENA,Esperantina,esperantina
2203750,PI,,Fartura do Piauí,fartura.piaui
2203800,PI,FUI,Flores do Piauí,flores.piaui
2203859,PI,,Floresta do Piauí,floresta.piaui
2203909,PI,FLO,Floriano,floriano
2204006,PI,FOO,Francinópolis,francinopolis
2204105,PI,FYS,Francisco Ayres,francisco.ayres
2204154,PI,,Francisco Macedo,francisco.macedo
2204204,PI,FCC,Francisco Santos,francisco.santos
2204303,PI,FNT,Fronteiras,fronteiras
2204352,PI,,Geminiano,geminiano
2204402,PI,GLU,Gilbués,gilbues
2204501,PI,GDP,Guadalupe,guadalupe
2204550,PI,,Guaribas,guaribas
2204600,PI,HUN,Hugo Napoleão,hugo.napoleao
2204659,PI,,Ilha Grande,ilha.grande
2204709,PI,INU,Inhuma,inhuma
2204808,PI,IPD,Ipiranga do Piauí,ipiranga.piaui
2204907,PI,ISL,Isaías Coelho,isaias.coelho
2205003,PI,ITO,Itainópolis,itainopolis
2205102,PI,IUY,Itaueira,itaueira
2205151,PI,,Jacobina do Piauí,jacobina.piaui
2205250,PI,,Jardim do Mulato,jardim.mulato
2205276,PI,,Jatobá do Piauí,jatoba.piaui
2205300,PI,JNH,Jerumenha,jerumenha
2205359,PI,,João Costa,joao.costa
2205409,PI,JQP,Joaquim Pires,joaquim.pires
2205458,PI,,Joca Marques,joca.marques
2205508,PI,JFT,José de Freitas,jose.freitas
2205516,PI,,Juazeiro do Piauí,juazeiro.piaui
2205524,PI,,Júlio Borges,julio.borges
2205532,PI,,Jurema,jurema
2205540,PI,,Lagoinha do Piauí,lagoinha.piaui
2205557,PI,,Lagoa Alegre,lagoa.alegre
2205565,PI,,Lagoa do Barro do Piauí,lagoa.barro.piaui
2205573,PI,,Lagoa de São Francisco,lagoa.sao.francisco
2205581,PI,,Lagoa do Piauí,lagoa.piaui
2205599,PI,,Lagoa do Sítio,lagoa.sitio
2205607,PI,LDL,Landri Sales,landri.sales
2205706,PI,LSR,Luís Correia,luis.correia
2205805,PI,LZN,Luzilândia,luzilandia
2205854,PI,,Madeiro,madeiro
2205904,PI,MMI,Manoel Emídio,manoel.emidio
2205953,PI,,Marcolândia,marcolandia
2206001,PI,MPT,Marcos Parente,marcos.parente
2206050,PI,,Massapê do Piauí,massape.piaui
2206100,PI,MSO,Matias Olímpio,matias.olimpio
2206209,PI,MLV,Miguel Alves,miguel.alves
2206308,PI,MIE,Miguel Leão,miguel.leao
2206357,PI,,Milton Brandão,milton.brandao
2206407,PI,MHG,Monsenhor Gil,monsenhor.gil
2206506,PI,MHP,Monsenhor Hipólito,monsenhor.hipolito
2206605,PI,MOU,Monte Alegre do Piauí,monte.alegre.piaui
2206654,PI,,Morro Cabeça no Tempo,morro.cabeca.no.tempo
2206670,PI,,Morro do Chapéu do Piauí,morro.chapeu.piaui
2206696,PI,,Murici dos Portelas,murici.portelas
2206704,PI,NZI,Nazaré do Piauí,nazare.piaui
2206720,PI,,Nazária,nazaria
2206753,PI,,Nossa Senhora de Nazaré,nossa.senhora.nazare
2206803,PI,NRM,Nossa Senhora dos Remédios,nossa.senhora.remedios
2206902,PI,NOP,Novo Oriente do Piauí,novo.oriente.piaui
2206951,PI,,Novo Santo Antônio,novo.santo.antonio
2207009,PI,OES,Oeiras,oeiras
2207108,PI,,Olho D'Água do Piauí,olho.agua.piaui
2207207,PI,PMY,Padre Marcos,padre.marcos
2207306,PI,PSK,Paes Landim,paes.landim
2207355,PI,,Pajeú do Piauí,pajeu.piaui
2207405,PI,PMD,Palmeira do Piauí,palmeira.piaui
2207504,PI,PYA,Palmeirais,palmeirais
2207553,PI,,Paquetá,paqueta
2207603,PI,PNW,Parnaguá,parnagua
2207702,PI,PNA,Parnaíba,parnaiba
2207751,PI,,Passagem Franca do Piauí,passagem.franca.piaui
2207777,PI,,Patos do Piauí,patos.piaui
2207793,PI,,Pau D'Arco do Piauí,pau.arco.piaui
2207801,PI,PUS,Paulistana,paulistana
2207850,PI,,Pavussu,pavussu
2207900,PI,PDO,Pedro II,pedro.ii
2207934,PI,,Pedro Laurentino,pedro.laurentino
2207959,PI,,Nova Santa Rita,nova.santa.rita
2208007,PI,PCZ,Picos,picos
2208106,PI,PET,Pimenteiras,pimenteiras
2208205,PI,PIX,Pio IX,pio.ix
2208304,PI,PCR,Piracuruca,piracuruca
2208403,PI,PIP,Piripiri,piripiri
2208502,PI,PRW,Porto,porto
2208551,PI,,Porto Alegre do Piauí,porto.alegre.piaui
2208601,PI,PPY,Prata do Piauí,prata.piaui
2208650,PI,,Queimada Nova,queimada.nova
2208700,PI,RGG,Redenção do Gurguéia,redencao.gurgueia
2208809,PI,RGE,Regeneração,regeneracao
2208858,PI,,Riacho Frio,riacho.frio
2208874,PI,RBA,Ribeira do Piauí,ribeira.piaui
2208908,PI,RBG,Ribeiro Gonçalves,ribeiro.goncalves
2209005,PI,RRP,Rio Grande do Piauí,rio.grande.piaui
2209104,PI,SZI,Santa Cruz do Piauí,santa.cruz.piaui
2209153,PI,,Santa Cruz dos Milagres,santa.cruz.milagres
2209203,PI,SFK,Santa Filomena,santa.filomena
2209302,PI,SXZ,Santa Luz,santa.luz
2209351,PI,,Santana do Piauí,santana.piaui
2209377,PI,,Santa Rosa do Piauí,santa.rosa.piaui
2209401,PI,SSB,Santo Antônio de Lisboa,santo.antonio.lisboa
2209450,PI,,Santo Antônio dos Milagres,santo.antonio.milagres
2209500,PI,SYU,Santo Inácio do Piauí,santo.inacio.piaui
2209559,PI,,São Braz do Piauí,sao.braz.piaui
2209609,PI,SXI,São Félix do Piauí,sao.felix.piaui
2209658,PI,,São Francisco de Assis do Piauí,sao.francisco.assis.piaui
2209708,PI,SFU,São Francisco do Piauí,sao.francisco.piaui
2209757,PI,,São Gonçalo do Gurguéia,sao.goncalo.gurgueia
2209807,PI,SCY,São Gonçalo do Piauí,sao.goncalo.piaui
2209856,PI,SCB,São João da Canabrava,sao.joao.canabrava
2209872,PI,,São João da Fronteira,sao.joao.fronteira
2209906,PI,SXJ,São João da Serra,sao.joao.serra
2209955,PI,,São João da Varjota,sao.joao.varjota
2209971,PI,,São João do Arraial,sao.joao.arraial
2210003,PI,SPI,São João do Piauí,sao.joao.piaui
2210052,PI,,São José do Divino,sao.jose.divino
2210102,PI,SXE,São José do Peixe,sao.jose.peixe
2210201,PI,SPY,São José do Piauí,sao.jose.piaui
2210300,PI,SYJ,São Julião,sao.juliao
2210359,PI,,São Lourenço do Piauí,sao.lourenco.piaui
2210375,PI,,São Luis do Piauí,sao.luis.piaui
2210383,PI,,São Miguel da Baixa Grande,sao.miguel.baixa.grande
2210391,PI,,São Miguel do Fidalgo,sao.miguel.fidalgo
2210409,PI,SUO,São Miguel do Tapuio,sao.miguel.tapuio
2210508,PI,SPP,São Pedro do Piauí,sao.pedro.piaui
2210607,PI,SRN,São Raimundo Nonato,sao.raimundo.nonato
2210623,PI,,Sebastião Barros,sebastiao.barros
2210631,PI,,Sebastião Leal,sebastiao.leal
2210656,PI,,Sigefredo Pacheco,sigefredo.pacheco
2210706,PI,SYS,Simões,simoes
2210805,PI,SLC,Simplício Mendes,simplicio.mendes
2210904,PI,SYC,Socorro do Piauí,socorro.piaui
2210938,PI,,Sussuapara,sussuapara
2210953,PI,,Tamboril do Piauí,tamboril.piaui
2210979,PI,,Tanque do Piauí,tanque.piaui
2211001,PI,TSA,Teresina,teresina
2211100,PI,UIO,União,uniao
2211209,PI,UUC,Uruçuí,urucui
2211308,PI,VPI,Valença do Piauí,valenca.piaui
2211357,PI,,Várzea Branca,varzea.branca
2211407,PI,VZD,Várzea Grande,varzea.grande
2211506,PI,,Vera Mendes,vera.mendes
2211605,PI,,Vila Nova do Piauí,vila.nova.piaui
2211704,PI,,Wall Ferraz,wall.ferraz
2300101,CE,ABY,Abaiara,abaiara
2300150,CE,ACP,Acarape,acarape
2300200,CE,AAU,Acaraú,acarau
2300309,CE,ACR,Acopiara,acopiara
2300408,CE,AIB,Aiuaba,aiuaba
2300507,CE,ACX,Alcântaras,alcantaras
2300606,CE,,Altaneira,altaneira
2300705,CE,ATO,Alto Santo,alto.santo
2300754,CE,AOW,Amontada,amontada
2300804,CE,ANE,Antonina do Norte,antonina.norte
2300903,CE,AUS,Apuiarés,apuiares
2301000,CE,AQZ,Aquiraz,aquiraz
2301109,CE,ACA,Aracati,aracati
2301208,CE,AAB,Aracoiaba,aracoiaba
2301257,CE,,Ararendá,ararenda
2301307,CE,ARP,Araripe,araripe
2301406,CE,ATU,Aratuba,aratuba
2301505,CE,AEZ,Arneiroz,arneiroz
2301604,CE,ASE,Assaré,assare
2301703,CE,AUR,Aurora,aurora
2301802,CE,BXO,Baixio,baixio
2301851,CE,BIU,Banabuiú,banabuiu
2301901,CE,BBH,Barbalha,barbalha
2301950,CE,BRK,Barreira,barreira
2302008,CE,BAO,Barro,barro
2302057,CE,BQN,Barroquinha,barroquinha
2302107,CE,BTT,Baturité,baturite
2302206,CE,BBB,Beberibe,beberibe
2302305,CE,BCZ,Bela Cruz,bela.cruz
2302404,CE,BVG,Boa Viagem,boa.viagem
2302503,CE,BJS,Brejo Santo,brejo.santo
2302602,CE,CCM,Camocim,camocim
2302701,CE,CMS,Campos Sales,campos.sales
2302800,CE,CIE,Canindé,caninde
2302909,CE,CSR,Capistrano,capistrano
2303006,CE,CID,Caridade,caridade
2303105,CE,CIW,Cariré,carire
2303204,CE,CAC,Caririaçu,caririacu
2303303,CE,CYS,Cariús,carius
2303402,CE,CUB,Carnaubal,carnaubal
2303501,CE,CVL,Cascavel,cascavel
2303600,CE,CYN,Catarina,catarina
2303659,CE,,Catunda,catunda
2303709,CE,CUC,Caucaia,caucaia
2303808,CE,CED,Cedro,cedro
2303907,CE,CHA,Chaval,chaval
2303931,CE,,Choró,choro
2303956,CE,CZH,Chorozinho,chorozinho
2304004,CE,CEA,Coreaú,coreau
2304103,CE,CTS,Crateús,crateus
2304202,CE,CTO,Crato,crato
2304236,CE,COZ,Croatá,croata
2304251,CE,CZW,Cruz,cruz
2304269,CE,,Deputado Irapuan Pinheiro,deputado.irapuan.pinheiro
2304277,CE,ERR,Ererê,erere
2304285,CE,ESB,Eusébio,eusebio
2304301,CE,FBO,Farias Brito,farias.brito
2304350,CE,FRQ,Forquilha,forquilha
2304400,CE,FLA,Fortaleza,fortaleza
2304459,CE,,Fortim,fortim
2304509,CE,FHH,Frecheirinha,frecheirinha
2304608,CE,GNL,General Sampaio,general.sampaio
2304657,CE,GCA,Graça,graca
2304707,CE,GNJ,Granja,granja
2304806,CE,GJO,Granjeiro,granjeiro
2304905,CE,GRO,Groaíras,groairas
2305001,CE,GRN,Guaraciaba do Norte,guaraciaba.norte
2305100,CE,GAG,Guaramiranga,guaramiranga
2305209,CE,HDA,Hidrolândia,hidrolandia
2305233,CE,HZT,Horizonte,horizonte
2305266,CE,IBW,Ibaretama,ibaretama
2305308,CE,INX,Ibiapina,ibiapina
2305332,CE,ICN,Ibicuitinga,ibicuitinga
2305357,CE,ICP,Icapuí,icapui
2305407,CE,ICO,Icó,ico
2305506,CE,,Iguatu,iguatu
2305605,CE,IDA,Independência,independencia
2305654,CE,IPZ,Ipaporanga,ipaporanga
2305704,CE,IMI,Ipaumirim,ipaumirim
2305803,CE,IPU,Ipu,ipu
2305902,CE,IUE,Ipueiras,ipueiras
2306009,CE,ICA,Iracema,iracema
2306108,CE,ICB,Irauçuba,iraucuba
2306207,CE,IAX,Itaiçaba,itaicaba
2306256,CE,,Itaitinga,itaitinga
2306306,CE,,Itapajé,itapaje
2306405,CE,IOP,Itapipoca,itapipoca
2306504,CE,ITN,Itapiúna,itapiuna
2306553,CE,IMW,Itarema,itarema
2306603,CE,ITK,Itatira,itatira
2306702,CE,JAG,Jaguaretama,jaguaretama
2306801,CE,JGB,Jaguaribara,jaguaribara
2306900,CE,JGE,Jaguaribe,jaguaribe
2307007,CE,JGN,Jaguaruana,jaguaruana
2307106,CE,JDM,Jardim,jardim
2307205,CE,JAT,Jati,jati
2307254,CE,,Jijoca de Jericoacoara,jijoca.jericoacoara
2307304,CE,JNE,Juazeiro do Norte,juazeiro.norte
2307403,CE,JAS,Jucás,jucas
2307502,CE,LVM,Lavras da Mangabeira,lavras.mangabeira
2307601,CE,LNT,Limoeiro do Norte,limoeiro.norte
2307635,CE,MDX,Madalena,madalena
2307650,CE,MCW,Maracanaú,maracanau
2307700,CE,MUE,Maranguape,maranguape
2307809,CE,MAC,Marco,marco
2307908,CE,MOP,Martinópole,martinopole
2308005,CE,MSS,Massapê,massape
2308104,CE,MRT,Mauriti,mauriti
2308203,CE,MEU,Meruoca,meruoca
2308302,CE,MGS,Milagres,milagres
2308351,CE,MHW,Milhã,milha
2308377,CE,MIK,Miraíma,miraima
2308401,CE,MAH,Missão Velha,missao.velha
2308500,CE,MBC,Mombaça,mombaca
2308609,CE,MHT,Monsenhor Tabosa,monsenhor.tabosa
2308708,CE,MVA,Morada Nova,morada.nova
2308807,CE,MUJ,Moraújo,moraujo
2308906,CE,MNH,Morrinhos,morrinhos
2309003,CE,MUM,Mucambo,mucambo
2309102,CE,MUN,Mulungu,mulungu
2309201,CE,NID,Nova Olinda,nova.olinda
2309300,CE,NRU,Nova Russas,nova.russas
2309409,CE,NOE,Novo Oriente,novo.oriente
2309458,CE,OCR,Ocara,ocara
2309508,CE,OOS,Orós,oros
2309607,CE,PJS,Pacajus,pacajus
2309706,CE,PUB,Pacatuba,pacatuba
2309805,CE,PTY,Pacoti,pacoti
2309904,CE,PUJ,Pacujá,pacuja
2310001,CE,PHN,Palhano,palhano
2310100,CE,PMC,Palmácia,palmacia
2310209,CE,PUU,Paracuru,paracuru
2310258,CE,PWB,Paraipaba,paraipaba
2310308,CE,PBU,Parambu,parambu
2310407,CE,POY,Paramoti,paramoti
2310506,CE,PDB,Pedra Branca,pedra.branca
2310605,CE,PFT,Penaforte,penaforte
2310704,CE,POE,Pentecoste,pentecoste
2310803,CE,PEO,Pereiro,pereiro
2310852,CE,PDJ,Pindoretama,pindoretama
2310902,CE,PQT,Piquet Carneiro,piquet.carneiro
2310951,CE,PSF,Pires Ferreira,pires.ferreira
2311009,CE,PGX,Poranga,poranga
2311108,CE,PTX,Porteiras,porteiras
2311207,CE,PGY,Potengi,potengi
2311231,CE,PTZ,Potiretama,potiretama
2311264,CE,QTS,Quiterianópolis,quiterianopolis
2311306,CE,QXA,Quixadá,quixada
2311355,CE,QXO,Quixelô,quixelo
2311405,CE,QXM,Quixeramobim,quixeramobim
2311504,CE,QXE,Quixeré,quixere
2311603,CE,RDC,Redenção,redencao
2311702,CE,RRB,Reriutaba,reriutaba
2311801,CE,RUS,Russas,russas
2311900,CE,SOI,Saboeiro,saboeiro
2311959,CE,SIQ,Salitre,salitre
2312007,CE,SAU,Santana do Acaraú,santana.acarau
2312106,CE,SCI,Santana do Cariri,santana.cariri
2312205,CE,SNQ,Santa Quitéria,santa.quiteria
2312304,CE,SBN,São Benedito,sao.benedito
2312403,CE,SGA,São Gonçalo do Amarante,sao.goncalo.amarante
2312502,CE,SUB,São João do Jaguaribe,sao.joao.jaguaribe
2312601,CE,SRU,São Luís do Curu,sao.luis.curu
2312700,CE,SPM,Senador Pompeu,senador.pompeu
2312809,CE,SNR,Senador Sá,senador.sa
2312908,CE,SOL,Sobral,sobral
2313005,CE,SOP,Solonópole,solonopole
2313104,CE,TNT,Tabuleiro do Norte,tabuleiro.norte
2313203,CE,TBL,Tamboril,tamboril
2313252,CE,TRR,Tarrafas,tarrafas
2313302,CE,TUA,Tauá,taua
2313351,CE,TJU,Tejuçuoca,tejucuoca
2313401,CE,TIG,Tianguá,tiangua
2313500,CE,TRY,Trairi,trairi
2313559,CE,TUK,Tururu,tururu
2313609,CE,UBJ,Ubajara,ubajara
2313708,CE,UMI,Umari,umari
2313757,CE,URM,Umirim,umirim
2313807,CE,UUA,Uruburetama,uruburetama
2313906,CE,UUO,Uruoca,uruoca
2313955,CE,VJT,Varjota,varjota
2314003,CE,VZG,Várzea Alegre,varzea.alegre
2314102,CE,VCC,Viçosa do Ceará,vicosa.ceara
2400109,RN,ACI,Acari,acari
2400208,RN,ACU,Açu,acu
2400307,RN,AFZ,Afonso Bezerra,afonso.bezerra
2400406,RN,AGV,Água Nova,agua.nova
2400505,RN,AXD,Alexandria,alexandria
2400604,RN,ALF,Almino Afonso,almino.afonso
2400703,RN,ADG,Alto do Rodrigues,alto.rodrigues
2400802,RN,ANO,Angicos,angicos
2400901,RN,ANM,Antônio Martins,antonio.martins
2401008,RN,APD,Apodi,apodi
2401107,RN,ABC,Areia Branca,areia.branca
2401206,RN,ARE,Arês,ares
2401305,RN,,Campo Grande,campo.grande
2401404,RN,BFA,Baía Formosa,baia.formosa
2401453,RN,BRN,Baraúna,barauna
